ab_id,pitcher,batter,inning,o,event,g_id,p_score,p_throws,pitcher_id,batter_id,stand,top,pitcher_team,batter_team,season,strikeout,homerun,hit,out,b_score_start,b_score_end
2018059942,H.Bailey,M.Koch,2,2,Strikeout,201800783,1,R,456701,571863,L,False,CIN,ARI,2018,True,False,False,True,4,4
2018059943,H.Bailey,J.Dyson,2,3,Lineout,201800783,1,R,456701,502481,L,False,CIN,ARI,2018,False,False,False,True,4,4
2018059944,M.Koch,J.Peraza,3,1,Flyout,201800783,4,R,571863,606299,R,True,ARI,CIN,2018,False,False,False,True,1,1
2018059945,M.Koch,T.Barnhart,3,1,Single,201800783,4,R,571863,571466,L,True,ARI,CIN,2018,False,False,True,False,1,1
2018059946,M.Koch,J.Votto,3,2,Lineout,201800783,4,R,571863,458015,L,True,ARI,CIN,2018,False,False,False,True,1,1
2018059947,M.Koch,S.Gennett,3,3,Groundout,201800783,4,R,571863,571697,L,True,ARI,CIN,2018,False,False,False,True,1,1
2018059948,H.Bailey,P.Goldschmidt,3,1,Groundout,201800783,1,R,456701,502671,R,False,CIN,ARI,2018,False,False,False,True,4,4
2018059949,H.Bailey,J.Lamb,3,2,Groundout,201800783,1,R,456701,571875,L,False,CIN,ARI,2018,False,False,False,True,4,4
2018059950,H.Bailey,D.Descalso,3,3,Groundout,201800783,1,R,456701,518614,L,False,CIN,ARI,2018,False,False,False,True,4,4
2018059951,M.Koch,E.Suarez,4,0,Single,201800783,4,R,571863,553993,R,True,ARI,CIN,2018,False,False,True,False,1,1
2018059952,M.Koch,S.Schebler,4,0,Hit By Pitch,201800783,4,R,571863,594988,L,True,ARI,CIN,2018,False,False,False,False,1,1
2018059953,M.Koch,A.Duvall,4,1,Flyout,201800783,4,R,571863,594807,R,True,ARI,CIN,2018,False,False,False,True,1,1
2018059954,M.Koch,H.Bailey,4,2,Sac Bunt,201800783,4,R,571863,456701,R,True,ARI,CIN,2018,False,False,False,True,1,1
2018059955,M.Koch,B.Hamilton,4,3,Groundout,201800783,4,R,571863,571740,L,True,ARI,CIN,2018,False,False,False,True,1,1
2018059956,H.Bailey,J.Murphy,4,0,Home Run,201800783,1,R,456701,571974,R,False,CIN,ARI,2018,False,True,True,False,4,5
2018059957,H.Bailey,C.Owings,4,0,Field Error,201800783,1,R,456701,572008,R,False,CIN,ARI,2018,False,False,False,False,5,5
2018059958,H.Bailey,S.Brito,4,0,Single,201800783,1,R,456701,593647,L,False,CIN,ARI,2018,False,False,True,False,5,5
2018059959,H.Bailey,N.Ahmed,4,1,Forceout,201800783,1,R,456701,605113,R,False,CIN,ARI,2018,False,False,False,True,5,6
2018059960,H.Bailey,M.Koch,4,2,Strikeout,201800783,1,R,456701,571863,L,False,CIN,ARI,2018,True,False,False,True,6,6
2018059961,H.Bailey,J.Dyson,4,3,Groundout,201800783,1,R,456701,502481,L,False,CIN,ARI,2018,False,False,False,True,6,6
2018059962,M.Koch,J.Peraza,5,0,Single,201800783,6,R,571863,606299,R,True,ARI,CIN,2018,False,False,True,False,1,1
2018059963,M.Koch,T.Barnhart,5,1,Pop Out,201800783,6,R,571863,571466,L,True,ARI,CIN,2018,False,False,False,True,1,1
2018059964,M.Koch,J.Votto,5,1,Single,201800783,6,R,571863,458015,L,True,ARI,CIN,2018,False,False,True,False,1,1
2018059965,M.Koch,S.Gennett,5,2,Flyout,201800783,6,R,571863,571697,L,True,ARI,CIN,2018,False,False,False,True,1,1
2018059966,M.Koch,E.Suarez,5,2,Double,201800783,6,R,571863,553993,R,True,ARI,CIN,2018,False,False,True,False,1,2
2018059967,M.Koch,S.Schebler,5,2,Walk,201800783,6,R,571863,594988,L,True,ARI,CIN,2018,False,False,False,False,2,2
2018059968,M.Koch,A.Duvall,5,2,Double,201800783,6,R,571863,594807,R,True,ARI,CIN,2018,False,False,True,False,2,5
2018059969,M.Koch,H.Bailey,5,3,Single,201800783,6,R,571863,456701,R,True,ARI,CIN,2018,False,False,True,False,5,5
2018059970,H.Bailey,P.Goldschmidt,5,0,Single,201800783,5,R,456701,502671,R,False,CIN,ARI,2018,False,False,True,False,6,6
2018059971,H.Bailey,J.Lamb,5,0,Single,201800783,5,R,456701,571875,L,False,CIN,ARI,2018,False,False,True,False,6,6
2018059972,J.Stephens,D.Descalso,5,1,Flyout,201800783,5,R,623451,518614,L,False,CIN,ARI,2018,False,False,False,True,6,6
2018059973,J.Stephens,J.Murphy,5,2,Strikeout,201800783,5,R,623451,571974,R,False,CIN,ARI,2018,True,False,False,True,6,6
2018059974,J.Stephens,C.Owings,5,2,Home Run,201800783,5,R,623451,572008,R,False,CIN,ARI,2018,False,True,True,False,6,9
2018059975,J.Stephens,S.Brito,5,3,Lineout,201800783,5,R,623451,593647,L,False,CIN,ARI,2018,False,False,False,True,9,9
2018059976,F.Salas,B.Hamilton,6,1,Strikeout,201800783,9,R,477569,571740,L,True,ARI,CIN,2018,True,False,False,True,5,5
2018059977,F.Salas,J.Peraza,6,2,Flyout,201800783,9,R,477569,606299,R,True,ARI,CIN,2018,False,False,False,True,5,5
2018059978,F.Salas,T.Barnhart,6,3,Lineout,201800783,9,R,477569,571466,L,True,ARI,CIN,2018,False,False,False,True,5,5
2018059979,J.Stephens,N.Ahmed,6,0,Single,201800783,5,R,623451,605113,R,False,CIN,ARI,2018,False,False,True,False,9,9
2018059980,W.Peralta,K.Marte,6,0,Double,201800783,5,L,593974,606466,R,False,CIN,ARI,2018,False,False,True,False,9,10
2018059981,W.Peralta,J.Dyson,6,0,Walk,201800783,5,L,593974,502481,L,False,CIN,ARI,2018,False,False,False,False,10,10
2018059982,M.Lorenzen,P.Goldschmidt,6,1,Groundout,201800783,5,R,547179,502671,R,False,CIN,ARI,2018,False,False,False,True,10,11
2018059983,M.Lorenzen,J.Lamb,6,2,Groundout,201800783,5,R,547179,571875,L,False,CIN,ARI,2018,False,False,False,True,11,11
2018059984,M.Lorenzen,D.Descalso,6,2,Walk,201800783,5,R,547179,518614,L,False,CIN,ARI,2018,False,False,False,False,11,11
2018059985,M.Lorenzen,J.Murphy,6,3,Runner Out,201800783,5,R,547179,571974,R,False,CIN,ARI,2018,False,False,False,True,11,11
2018059986,J.De La Rosa,J.Votto,7,1,Groundout,201800783,11,L,407822,458015,L,True,ARI,CIN,2018,False,False,False,True,5,5
2018059987,J.De La Rosa,S.Gennett,7,1,Single,201800783,11,L,407822,571697,L,True,ARI,CIN,2018,False,False,True,False,5,5
2018059988,J.De La Rosa,E.Suarez,7,1,Single,201800783,11,L,407822,553993,R,True,ARI,CIN,2018,False,False,True,False,5,5
2018059989,J.De La Rosa,S.Schebler,7,3,Grounded Into DP,201800783,11,L,407822,594988,L,True,ARI,CIN,2018,False,False,False,True,5,5
2018059990,M.Lorenzen,J.Murphy,7,1,Groundout,201800783,5,R,547179,571974,R,False,CIN,ARI,2018,False,False,False,True,11,11
2018059991,M.Lorenzen,C.Owings,7,2,Strikeout,201800783,5,R,547179,572008,R,False,CIN,ARI,2018,True,False,False,True,11,11
2018059992,M.Lorenzen,S.Brito,7,3,Groundout,201800783,5,R,547179,593647,L,False,CIN,ARI,2018,False,False,False,True,11,11
2018059993,T.McFarland,A.Duvall,8,1,Groundout,201800783,11,L,519008,594807,R,True,ARI,CIN,2018,False,False,False,True,5,5
2018059994,T.McFarland,A.Blandino,8,2,Flyout,201800783,11,L,519008,607468,R,True,ARI,CIN,2018,False,False,False,True,5,5
2018059995,T.McFarland,B.Hamilton,8,2,Single,201800783,11,L,519008,571740,R,True,ARI,CIN,2018,False,False,True,False,5,5
2018059996,T.McFarland,B.Dixon,8,2,Single,201800783,11,L,519008,641525,R,True,ARI,CIN,2018,False,False,True,False,5,5
2018059997,T.McFarland,T.Barnhart,8,3,Groundout,201800783,11,L,519008,571466,R,True,ARI,CIN,2018,False,False,False,True,5,5
2018059998,T.Rainey,N.Ahmed,8,1,Flyout,201800783,5,R,663432,605113,R,False,CIN,ARI,2018,False,False,False,True,11,11
2018059999,T.Rainey,K.Marte,8,1,Single,201800783,5,R,663432,606466,L,False,CIN,ARI,2018,False,False,True,False,11,11
2018060000,T.Rainey,J.Dyson,8,1,Walk,201800783,5,R,663432,502481,L,False,CIN,ARI,2018,False,False,False,False,11,11
2018060001,T.Rainey,P.Goldschmidt,8,1,Single,201800783,5,R,663432,502671,R,False,CIN,ARI,2018,False,False,True,False,11,11
2018060002,T.Rainey,J.Lamb,8,1,Walk,201800783,5,R,663432,571875,L,False,CIN,ARI,2018,False,False,False,False,11,12
2018060003,T.Rainey,T.McFarland,8,2,Strikeout,201800783,5,R,663432,519008,L,False,CIN,ARI,2018,True,False,False,True,12,12
2018060004,T.Rainey,J.Murphy,8,3,Strikeout,201800783,5,R,663432,571974,R,False,CIN,ARI,2018,True,False,False,True,12,12
2018060005,T.McFarland,J.Votto,9,1,Groundout,201800783,12,L,519008,458015,L,True,ARI,CIN,2018,False,False,False,True,5,5
2018060006,T.McFarland,S.Gennett,9,1,Single,201800783,12,L,519008,571697,L,True,ARI,CIN,2018,False,False,True,False,5,5
2018060007,T.McFarland,E.Suarez,9,3,Grounded Into DP,201800783,12,L,519008,553993,R,True,ARI,CIN,2018,False,False,False,True,5,5
2018061096,N.Kingham,B.Zobrist,1,1,Flyout,201800798,0,R,592468,450314,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061097,N.Kingham,K.Schwarber,1,2,Groundout,201800798,0,R,592468,656941,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061098,N.Kingham,K.Bryant,1,2,Single,201800798,0,R,592468,592178,R,True,PIT,CHN,2018,False,False,True,False,0,0
2018061099,N.Kingham,A.Rizzo,1,2,Double,201800798,0,R,592468,519203,L,True,PIT,CHN,2018,False,False,True,False,0,0
2018061100,N.Kingham,W.Contreras,1,2,Hit By Pitch,201800798,0,R,592468,575929,R,True,PIT,CHN,2018,False,False,False,False,0,0
2018061101,N.Kingham,I.Happ,1,3,Flyout,201800798,0,R,592468,664023,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061102,J.Lester,J.Harrison,1,1,Strikeout,201800798,0,L,452657,543281,R,False,CHN,PIT,2018,True,False,False,True,0,0
2018061103,J.Lester,A.Meadows,1,1,Double,201800798,0,L,452657,640457,L,False,CHN,PIT,2018,False,False,True,False,0,0
2018061104,J.Lester,S.Marte,1,1,Double,201800798,0,L,452657,516782,R,False,CHN,PIT,2018,False,False,True,False,0,1
2018061105,J.Lester,J.Bell,1,1,Single,201800798,0,L,452657,605137,R,False,CHN,PIT,2018,False,False,True,False,1,2
2018061106,J.Lester,D.Freese,1,2,Forceout,201800798,0,L,452657,501896,R,False,CHN,PIT,2018,False,False,False,True,2,2
2018061107,J.Lester,S.Rodriguez,1,3,Flyout,201800798,0,L,452657,446481,R,False,CHN,PIT,2018,False,False,False,True,2,2
2018061108,N.Kingham,A.Russell,2,1,Flyout,201800798,2,R,592468,608365,R,True,PIT,CHN,2018,False,False,False,True,0,0
2018061109,N.Kingham,J.Heyward,2,1,Single,201800798,2,R,592468,518792,L,True,PIT,CHN,2018,False,False,True,False,0,0
2018061110,N.Kingham,J.Lester,2,3,Strikeout - DP,201800798,2,R,592468,452657,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061111,J.Lester,E.Diaz,2,0,Home Run,201800798,0,L,452657,553869,R,False,CHN,PIT,2018,False,True,True,False,2,3
2018061112,J.Lester,J.Mercer,2,1,Flyout,201800798,0,L,452657,474568,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061113,J.Lester,N.Kingham,2,1,Hit By Pitch,201800798,0,L,452657,592468,R,False,CHN,PIT,2018,False,False,False,False,3,3
2018061114,J.Lester,J.Harrison,2,2,Flyout,201800798,0,L,452657,543281,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061115,J.Lester,A.Meadows,2,3,Strikeout,201800798,0,L,452657,640457,L,False,CHN,PIT,2018,True,False,False,True,3,3
2018061116,N.Kingham,B.Zobrist,3,1,Strikeout,201800798,3,R,592468,450314,L,True,PIT,CHN,2018,True,False,False,True,0,0
2018061117,N.Kingham,K.Schwarber,3,2,Strikeout,201800798,3,R,592468,656941,L,True,PIT,CHN,2018,True,False,False,True,0,0
2018061118,N.Kingham,K.Bryant,3,3,Strikeout,201800798,3,R,592468,592178,R,True,PIT,CHN,2018,True,False,False,True,0,0
2018061119,J.Lester,S.Marte,3,1,Groundout,201800798,0,L,452657,516782,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061120,J.Lester,J.Bell,3,1,Single,201800798,0,L,452657,605137,R,False,CHN,PIT,2018,False,False,True,False,3,3
2018061121,J.Lester,D.Freese,3,1,Single,201800798,0,L,452657,501896,R,False,CHN,PIT,2018,False,False,True,False,3,3
2018061122,J.Lester,S.Rodriguez,3,2,Forceout,201800798,0,L,452657,446481,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061123,J.Lester,E.Diaz,3,3,Forceout,201800798,0,L,452657,553869,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061124,N.Kingham,A.Rizzo,4,1,Pop Out,201800798,3,R,592468,519203,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061125,N.Kingham,W.Contreras,4,1,Walk,201800798,3,R,592468,575929,R,True,PIT,CHN,2018,False,False,False,False,0,0
2018061126,N.Kingham,I.Happ,4,2,Pop Out,201800798,3,R,592468,664023,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061127,N.Kingham,A.Russell,4,3,Flyout,201800798,3,R,592468,608365,R,True,PIT,CHN,2018,False,False,False,True,0,0
2018061128,J.Lester,J.Mercer,4,1,Lineout,201800798,0,L,452657,474568,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061129,J.Lester,N.Kingham,4,2,Strikeout,201800798,0,L,452657,592468,R,False,CHN,PIT,2018,True,False,False,True,3,3
2018061130,J.Lester,J.Harrison,4,3,Groundout,201800798,0,L,452657,543281,R,False,CHN,PIT,2018,False,False,False,True,3,3
2018061131,N.Kingham,J.Heyward,5,1,Flyout,201800798,3,R,592468,518792,L,True,PIT,CHN,2018,False,False,False,True,0,0
2018061132,N.Kingham,J.Lester,5,1,Single,201800798,3,R,592468,452657,L,True,PIT,CHN,2018,False,False,True,False,0,0
2018061133,N.Kingham,B.Zobrist,5,1,Home Run,201800798,3,R,592468,450314,L,True,PIT,CHN,2018,False,True,True,False,0,2
2018061134,N.Kingham,K.Schwarber,5,1,Double,201800798,3,R,592468,656941,L,True,PIT,CHN,2018,False,False,True,False,2,2
2018061135,N.Kingham,K.Bryant,5,2,Pop Out,201800798,3,R,592468,592178,R,True,PIT,CHN,2018,False,False,False,True,2,2
2018061136,N.Kingham,A.Rizzo,5,2,Intent Walk,201800798,3,R,592468,519203,L,True,PIT,CHN,2018,False,False,False,False,2,2
2018061137,N.Kingham,W.Contreras,5,3,Pop Out,201800798,3,R,592468,575929,R,True,PIT,CHN,2018,False,False,False,True,2,2
2018061138,J.Lester,A.Meadows,5,0,Home Run,201800798,2,L,452657,640457,L,False,CHN,PIT,2018,False,True,True,False,3,4
2018061139,J.Lester,S.Marte,5,1,Groundout,201800798,2,L,452657,516782,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061140,J.Lester,J.Bell,5,2,Strikeout,201800798,2,L,452657,605137,R,False,CHN,PIT,2018,True,False,False,True,4,4
2018061141,J.Lester,D.Freese,5,3,Strikeout,201800798,2,L,452657,501896,R,False,CHN,PIT,2018,True,False,False,True,4,4
2018061142,N.Kingham,I.Happ,6,1,Flyout,201800798,4,R,592468,664023,L,True,PIT,CHN,2018,False,False,False,True,2,2
2018061143,N.Kingham,A.Russell,6,2,Groundout,201800798,4,R,592468,608365,R,True,PIT,CHN,2018,False,False,False,True,2,2
2018061144,N.Kingham,J.Heyward,6,2,Double,201800798,4,R,592468,518792,L,True,PIT,CHN,2018,False,False,True,False,2,2
2018061145,N.Kingham,J.Lester,6,2,Single,201800798,4,R,592468,452657,L,True,PIT,CHN,2018,False,False,True,False,2,3
2018061146,T.Glasnow,B.Zobrist,6,2,Walk,201800798,4,R,607192,450314,L,True,PIT,CHN,2018,False,False,False,False,3,3
2018061147,T.Glasnow,K.Schwarber,6,3,Strikeout,201800798,4,R,607192,656941,L,True,PIT,CHN,2018,True,False,False,True,3,3
2018061148,J.Lester,S.Rodriguez,6,1,Flyout,201800798,3,L,452657,446481,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061149,J.Lester,E.Diaz,6,2,Lineout,201800798,3,L,452657,553869,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061150,J.Lester,J.Mercer,6,2,Double,201800798,3,L,452657,474568,R,False,CHN,PIT,2018,False,False,True,False,4,4
2018061151,J.Lester,C.Moran,6,3,Strikeout,201800798,3,L,452657,592567,L,False,CHN,PIT,2018,True,False,False,True,4,4
2018061152,E.Santana,K.Bryant,7,1,Strikeout,201800798,4,R,650828,592178,R,True,PIT,CHN,2018,True,False,False,True,3,3
2018061153,E.Santana,A.Rizzo,7,1,Home Run,201800798,4,R,650828,519203,L,True,PIT,CHN,2018,False,True,True,False,3,4
2018061154,E.Santana,W.Contreras,7,1,Single,201800798,4,R,650828,575929,R,True,PIT,CHN,2018,False,False,True,False,4,4
2018061155,E.Santana,I.Happ,7,1,Double,201800798,4,R,650828,664023,L,True,PIT,CHN,2018,False,False,True,False,4,5
2018061156,E.Santana,A.Russell,7,2,Flyout,201800798,4,R,650828,608365,R,True,PIT,CHN,2018,False,False,False,True,5,5
2018061157,E.Santana,J.Heyward,7,2,Single,201800798,4,R,650828,518792,L,True,PIT,CHN,2018,False,False,True,False,5,6
2018061158,R.Rodriguez,A.Almora,7,3,Forceout,201800798,4,R,593144,546991,R,True,PIT,CHN,2018,False,False,False,True,6,6
2018061159,C.Edwards,J.Harrison,7,1,Pop Out,201800798,6,R,605218,543281,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061160,C.Edwards,A.Meadows,7,2,Groundout,201800798,6,R,605218,640457,L,False,CHN,PIT,2018,False,False,False,True,4,4
2018061161,C.Edwards,S.Marte,7,2,Double,201800798,6,R,605218,516782,R,False,CHN,PIT,2018,False,False,True,False,4,4
2018061162,C.Edwards,J.Bell,7,3,Groundout,201800798,6,R,605218,605137,L,False,CHN,PIT,2018,False,False,False,True,4,4
2018061163,M.Feliz,B.Zobrist,8,0,Double,201800798,4,R,593140,450314,L,True,PIT,CHN,2018,False,False,True,False,6,6
2018061164,M.Feliz,K.Schwarber,8,0,Home Run,201800798,4,R,593140,656941,L,True,PIT,CHN,2018,False,True,True,False,6,8
2018061165,M.Feliz,K.Bryant,8,1,Lineout,201800798,4,R,593140,592178,R,True,PIT,CHN,2018,False,False,False,True,8,8
2018061166,M.Feliz,A.Rizzo,8,1,Walk,201800798,4,R,593140,519203,L,True,PIT,CHN,2018,False,False,False,False,8,8
2018061167,M.Feliz,W.Contreras,8,1,Hit By Pitch,201800798,4,R,593140,575929,R,True,PIT,CHN,2018,False,False,False,False,8,8
2018061168,M.Feliz,J.Baez,8,2,Strikeout,201800798,4,R,593140,595879,R,True,PIT,CHN,2018,True,False,False,True,8,8
2018061169,M.Feliz,A.Russell,8,3,Lineout,201800798,4,R,593140,608365,R,True,PIT,CHN,2018,False,False,False,True,8,8
2018061170,S.Cishek,D.Freese,8,1,Strikeout,201800798,8,R,518553,501896,R,False,CHN,PIT,2018,True,False,False,True,4,4
2018061171,S.Cishek,S.Rodriguez,8,2,Groundout,201800798,8,R,518553,446481,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061172,S.Cishek,E.Diaz,8,3,Groundout,201800798,8,R,518553,553869,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061173,F.Vazquez,J.Heyward,9,1,Groundout,201800798,4,L,553878,518792,L,True,PIT,CHN,2018,False,False,False,True,8,8
2018061174,F.Vazquez,A.Almora,9,2,Groundout,201800798,4,L,553878,546991,R,True,PIT,CHN,2018,False,False,False,True,8,8
2018061175,F.Vazquez,B.Zobrist,9,3,Groundout,201800798,4,L,553878,450314,R,True,PIT,CHN,2018,False,False,False,True,8,8
2018061176,B.Duensing,J.Mercer,9,1,Flyout,201800798,8,L,488846,474568,R,False,CHN,PIT,2018,False,False,False,True,4,4
2018061177,B.Duensing,A.Frazier,9,1,Single,201800798,8,L,488846,624428,L,False,CHN,PIT,2018,False,False,True,False,4,4
2018061178,B.Duensing,J.Harrison,9,1,Single,201800798,8,L,488846,543281,R,False,CHN,PIT,2018,False,False,True,False,4,4
2018061179,B.Morrow,A.Meadows,9,1,Single,201800798,8,R,453344,640457,L,False,CHN,PIT,2018,False,False,True,False,4,4
2018061180,B.Morrow,S.Marte,9,1,Single,201800798,8,R,453344,516782,R,False,CHN,PIT,2018,False,False,True,False,4,6
2018061181,B.Morrow,J.Bell,9,2,Strikeout,201800798,8,R,453344,605137,L,False,CHN,PIT,2018,True,False,False,True,6,6
2018061182,B.Morrow,C.Dickerson,9,3,Pop Out,201800798,8,R,453344,572816,L,False,CHN,PIT,2018,False,False,False,True,6,6
2018061413,D.Duffy,B.Dozier,1,1,Pop Out,201800802,0,L,518633,572821,R,True,KCA,MIN,2018,False,False,False,True,0,0
2018061414,D.Duffy,E.Rosario,1,2,Groundout,201800802,0,L,518633,592696,L,True,KCA,MIN,2018,False,False,False,True,0,0
2018061415,D.Duffy,M.Sano,1,3,Groundout,201800802,0,L,518633,593934,R,True,KCA,MIN,2018,False,False,False,True,0,0
2018061416,K.Gibson,J.Jay,1,1,Groundout,201800802,0,R,502043,445055,L,False,MIN,KCA,2018,False,False,False,True,0,0
2018061417,K.Gibson,W.Merrifield,1,2,Flyout,201800802,0,R,502043,593160,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061418,K.Gibson,M.Moustakas,1,3,Pop Out,201800802,0,R,502043,519058,L,False,MIN,KCA,2018,False,False,False,True,0,0
2018061419,D.Duffy,E.Escobar,2,1,Pop Out,201800802,0,L,518633,500871,R,True,KCA,MIN,2018,False,False,False,True,0,0
2018061420,D.Duffy,M.Kepler,2,2,Strikeout,201800802,0,L,518633,596146,L,True,KCA,MIN,2018,True,False,False,True,0,0
2018061421,D.Duffy,R.Grossman,2,2,Walk,201800802,0,L,518633,543257,R,True,KCA,MIN,2018,False,False,False,False,0,0
2018061422,D.Duffy,M.Garver,2,3,Strikeout,201800802,0,L,518633,641598,R,True,KCA,MIN,2018,True,False,False,True,0,0
2018061423,K.Gibson,S.Perez,2,1,Strikeout,201800802,0,R,502043,521692,R,False,MIN,KCA,2018,True,False,False,True,0,0
2018061424,K.Gibson,J.Soler,2,2,Strikeout,201800802,0,R,502043,624585,R,False,MIN,KCA,2018,True,False,False,True,0,0
2018061425,K.Gibson,H.Dozier,2,2,Double,201800802,0,R,502043,641531,R,False,MIN,KCA,2018,False,False,True,False,0,0
2018061426,K.Gibson,A.Gordon,2,3,Strikeout,201800802,0,R,502043,460086,L,False,MIN,KCA,2018,True,False,False,True,0,0
2018061427,D.Duffy,E.Adrianza,3,0,Single,201800802,0,L,518633,501303,R,True,KCA,MIN,2018,False,False,True,False,0,0
2018061428,D.Duffy,R.LaMarre,3,1,Flyout,201800802,0,L,518633,534606,R,True,KCA,MIN,2018,False,False,False,True,0,0
2018061429,D.Duffy,B.Dozier,3,1,Walk,201800802,0,L,518633,572821,R,True,KCA,MIN,2018,False,False,False,False,0,0
2018061430,D.Duffy,E.Rosario,3,1,Single,201800802,0,L,518633,592696,L,True,KCA,MIN,2018,False,False,True,False,0,0
2018061431,D.Duffy,M.Sano,3,2,Single,201800802,0,L,518633,593934,R,True,KCA,MIN,2018,False,False,True,False,0,1
2018061432,D.Duffy,E.Escobar,3,3,Strikeout,201800802,0,L,518633,500871,R,True,KCA,MIN,2018,True,False,False,True,1,1
2018061433,K.Gibson,A.Escobar,3,1,Groundout,201800802,1,R,502043,444876,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061434,K.Gibson,D.Butera,3,2,Lineout,201800802,1,R,502043,460077,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061435,K.Gibson,J.Jay,3,2,Single,201800802,1,R,502043,445055,L,False,MIN,KCA,2018,False,False,True,False,0,0
2018061436,K.Gibson,W.Merrifield,3,2,Single,201800802,1,R,502043,593160,R,False,MIN,KCA,2018,False,False,True,False,0,0
2018061437,K.Gibson,M.Moustakas,3,3,Strikeout,201800802,1,R,502043,519058,L,False,MIN,KCA,2018,True,False,False,True,0,0
2018061438,D.Duffy,M.Kepler,4,1,Groundout,201800802,0,L,518633,596146,L,True,KCA,MIN,2018,False,False,False,True,1,1
2018061439,D.Duffy,R.Grossman,4,2,Lineout,201800802,0,L,518633,543257,R,True,KCA,MIN,2018,False,False,False,True,1,1
2018061440,D.Duffy,M.Garver,4,2,Walk,201800802,0,L,518633,641598,R,True,KCA,MIN,2018,False,False,False,False,1,1
2018061441,D.Duffy,E.Adrianza,4,3,Groundout,201800802,0,L,518633,501303,R,True,KCA,MIN,2018,False,False,False,True,1,1
2018061442,K.Gibson,S.Perez,4,1,Groundout,201800802,1,R,502043,521692,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061443,K.Gibson,J.Soler,4,2,Groundout,201800802,1,R,502043,624585,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061444,K.Gibson,H.Dozier,4,3,Strikeout,201800802,1,R,502043,641531,R,False,MIN,KCA,2018,True,False,False,True,0,0
2018061445,D.Duffy,R.LaMarre,5,1,Flyout,201800802,0,L,518633,534606,R,True,KCA,MIN,2018,False,False,False,True,1,1
2018061446,D.Duffy,B.Dozier,5,2,Flyout,201800802,0,L,518633,572821,R,True,KCA,MIN,2018,False,False,False,True,1,1
2018061447,D.Duffy,E.Rosario,5,3,Single,201800802,0,L,518633,592696,L,True,KCA,MIN,2018,False,False,True,False,1,1
2018061448,K.Gibson,A.Gordon,5,0,Single,201800802,1,R,502043,460086,L,False,MIN,KCA,2018,False,False,True,False,0,0
2018061449,K.Gibson,A.Escobar,5,1,Groundout,201800802,1,R,502043,444876,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061450,K.Gibson,D.Butera,5,2,Groundout,201800802,1,R,502043,460077,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061451,K.Gibson,J.Jay,5,2,Walk,201800802,1,R,502043,445055,L,False,MIN,KCA,2018,False,False,False,False,0,0
2018061452,K.Gibson,W.Merrifield,5,3,Strikeout,201800802,1,R,502043,593160,R,False,MIN,KCA,2018,True,False,False,True,0,0
2018061453,D.Duffy,M.Sano,6,1,Flyout,201800802,0,L,518633,593934,R,True,KCA,MIN,2018,False,False,False,True,1,1
2018061454,D.Duffy,E.Escobar,6,1,Walk,201800802,0,L,518633,500871,R,True,KCA,MIN,2018,False,False,False,False,1,1
2018061455,D.Duffy,M.Kepler,6,2,Forceout,201800802,0,L,518633,596146,L,True,KCA,MIN,2018,False,False,False,True,1,1
2018061456,D.Duffy,R.Grossman,6,3,Strikeout,201800802,0,L,518633,543257,R,True,KCA,MIN,2018,True,False,False,True,1,1
2018061457,K.Gibson,M.Moustakas,6,0,Double,201800802,1,R,502043,519058,L,False,MIN,KCA,2018,False,False,True,False,0,0
2018061458,K.Gibson,S.Perez,6,1,Flyout,201800802,1,R,502043,521692,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061459,K.Gibson,J.Soler,6,2,Strikeout,201800802,1,R,502043,624585,R,False,MIN,KCA,2018,True,False,False,True,0,0
2018061460,K.Gibson,H.Dozier,6,3,Lineout,201800802,1,R,502043,641531,R,False,MIN,KCA,2018,False,False,False,True,0,0
2018061461,K.McCarthy,M.Garver,7,1,Strikeout,201800802,0,R,641838,641598,R,True,KCA,MIN,2018,True,False,False,True,1,1
