id,first_name,last_name,team,position
592340,Erik,Goeddel,LAN,pitcher
543219,Sean,Gilmartin,BAL,pitcher
519141,Drew,Pomeranz,BOS,pitcher
453344,Brandon,Morrow,CHN,pitcher
541640,Erasmo,Ramirez,SEA,pitcher
502032,Bud,Norris,SLN,pitcher
521230,Liam,Hendriks,OAK,pitcher
476589,Adam,Warren,SEA,pitcher
523260,Joe,Kelly,BOS,pitcher
434628,Jason,Hammel,KCA,pitcher
457754,Jon,Edwards,CLE,pitcher
605151,Archie,Bradley,ARI,pitcher
543506,Brandon,Maurer,KCA,pitcher
519242,Chris,Sale,BOS,pitcher
628452,Raisel,Iglesias,CIN,pitcher
543507,Trevor,May,MIN,pitcher
608678,Dominic,Leone,SLN,pitcher
623184,Scott,Oberg,COL,pitcher
502748,Brad,Peacock,HOU,pitcher
553878,Felipe,Vazquez,PIT,pitcher
572070,Garrett,Richards,LAA,pitcher
407822,Jorge,De La Rosa,ARI,pitcher
607074,Carlos,Rodon,CHA,pitcher
592135,Cam,Bedrosian,LAA,pitcher
502593,Jake,Petricka,TOR,pitcher
594840,Matt,Grace,WAS,pitcher
543935,Alex,Wilson,DET,pitcher
570663,Hansel,Robles,LAA,pitcher
598264,Matt,Barnes,BOS,pitcher
592390,Heath,Hembree,BOS,pitcher
475857,Ryan,Cook,SEA,pitcher
606273,Roenis,Elias,SEA,pitcher
592222,Alex,Claudio,TEX,pitcher
547179,Michael,Lorenzen,CIN,pitcher
519301,Sammy,Solis,WAS,pitcher
517008,Alex,Colome,SEA,pitcher
519151,Ryan,Pressly,MIN,pitcher
592815,Sam,Tuivailala,SLN,pitcher
544928,Tyler,Lyons,SLN,pitcher
543056,Danny,Coulombe,OAK,pitcher
518748,Justin,Grimm,KCA,pitcher
445213,Brandon,Kintzler,WAS,pitcher
572193,Ryan,Tepera,TOR,pitcher
573064,Vidal,Nuno,TBA,pitcher
518693,Sam,Freeman,ATL,pitcher
445276,Kenley,Jansen,LAN,pitcher
542432,Jose,Ramirez,ATL,pitcher
605541,Mike,Wright Jr.,BAL,pitcher
459429,Jake,McGee,COL,pitcher
608349,Corey,Knebel,MIL,pitcher
543118,Oliver,Drake,MIN,pitcher
519326,Hunter,Strickland,SFN,pitcher
475054,Chaz,Roe,TBA,pitcher
450203,Charlie,Morton,HOU,pitcher
448281,Sean,Doolittle,WAS,pitcher
571476,Chris,Beck,CHA,pitcher
571656,Buck,Farmer,DET,pitcher
593140,Michael,Feliz,PIT,pitcher
592454,Tommy,Kahnle,NYA,pitcher
456696,David,Hernandez,CIN,pitcher
543045,Adam,Conley,MIA,pitcher
502522,Justin,Miller,WAS,pitcher
592570,Akeel,Morris,LAA,pitcher
605388,Adam,Morgan,PHI,pitcher
592705,Nick,Rumbelow,SEA,pitcher
571710,Mychal,Givens,BAL,pitcher
458690,Chris,Volstad,CHA,pitcher
571760,Andrew,Heaney,LAA,pitcher
467100,Ivan,Nova,PIT,pitcher
519043,Matt,Moore,TEX,pitcher
598287,Noe,Ramirez,LAA,pitcher
527055,Arodys,Vizcaino,ATL,pitcher
608648,Tyler,Duffey,MIN,pitcher
607457,Kyle,Barraclough,MIA,pitcher
542888,Shawn,Armstrong,SEA,pitcher
458708,Josh,Tomlin,CLE,pitcher
493247,Peter,Moylan,ATL,pitcher
602083,Miguel,Almonte,LAA,pitcher
594835,Marco,Gonzales,SEA,pitcher
518397,Scott,Alexander,LAN,pitcher
572021,James,Pazos,SEA,pitcher
605218,Carl,Edwards,CHN,pitcher
488786,Louis,Coleman,DET,pitcher
518715,Cory,Gearrin,TEX,pitcher
595465,Dan,Winkler,ATL,pitcher
493200,Seunghwan,Oh,TOR,pitcher
488748,Ryan,Buchter,OAK,pitcher
501817,Tony,Barnette,TEX,pitcher
628317,Kenta,Maeda,LAN,pitcher
621199,Matt,Bowman,SLN,pitcher
605164,Dylan,Bundy,BAL,pitcher
621385,Daniel,Stumpf,DET,pitcher
607352,Joe,Biagini,TOR,pitcher
606965,Chris,Devenski,HOU,pitcher
573124,Taylor,Rogers,MIN,pitcher
595345,Steven,Okert,SFN,pitcher
592811,Andrew,Triggs,OAK,pitcher
621244,Jose,Berrios,MIN,pitcher
605242,Michael,Fulmer,DET,pitcher
543169,Brian,Flynn,KCA,pitcher
456713,Matt,Bush,TEX,pitcher
599683,Warwick,Saupold,DET,pitcher
643338,Chad,Green,NYA,pitcher
594027,Tayron,Guerrero,MIA,pitcher
605182,Mike,Clevinger,CLE,pitcher
628711,Julio,Urias,LAN,pitcher
542947,Richard,Bleier,BAL,pitcher
606930,Jacob,Barnes,MIL,pitcher
621242,Edwin,Diaz,SEA,pitcher
608638,JT,Chargois,LAN,pitcher
641501,Tyler,Danish,CHA,pitcher
596043,Daniel,Mengden,OAK,pitcher
453281,Wade,LeBlanc,SEA,pitcher
608337,Lucas,Giolito,CHA,pitcher
607625,Seth,Lugo,NYN,pitcher
600917,Jose,Leclerc,TEX,pitcher
571670,Dylan,Floro,CIN,pitcher
607192,Tyler,Glasnow,PIT,pitcher
643354,Donnie,Hart,BAL,pitcher
545363,Jacob,Turner,MIA,pitcher
625643,Reynaldo,Lopez,CHA,pitcher
606983,Koda,Glover,WAS,pitcher
594577,Mike,Mayers,SLN,pitcher
572140,Tyler,Skaggs,LAA,pitcher
621381,Matt,Strahm,SDN,pitcher
592130,Danny,Barnes,TOR,pitcher
453284,Blake,Parker,LAA,pitcher
592169,Austin,Brice,CIN,pitcher
570240,Felix,Pena,LAA,pitcher
656546,Jeff,Hoffman,COL,pitcher
607229,Robert,Gsellman,NYN,pitcher
656186,Dan,Altavilla,SEA,pitcher
573668,Juan,Minaya,CHA,pitcher
656547,Jonathan,Holder,NYA,pitcher
593974,Wandy,Peralta,CIN,pitcher
641838,Kevin,McCarthy,KCA,pitcher
543483,Matt,Magill,MIN,pitcher
592644,Adam,Plutko,CLE,pitcher
643493,Austin,Pruitt,TBA,pitcher
501985,Mike,Minor,TEX,pitcher
607237,Amir,Garrett,CIN,pitcher
554430,Zack,Wheeler,NYN,pitcher
623149,Paul,Sewald,NYN,pitcher
596271,Casey,Lawrence,SEA,pitcher
596001,Jakob,Junis,KCA,pitcher
656756,Jordan,Montgomery,NYA,pitcher
641729,Joe,Jimenez,DET,pitcher
641438,Shane,Carle,ATL,pitcher
629496,Chih-Wei,Hu,TBA,pitcher
643410,Mark,Leiter Jr.,PHI,pitcher
621237,Jose,Alvarado,TBA,pitcher
519443,Brandon,Workman,BOS,pitcher
641871,Keynan,Middleton,LAA,pitcher
543208,Sam,Gaviglio,TOR,pitcher
592773,Ryne,Stanek,TBA,pitcher
584171,Hector,Velazquez,BOS,pitcher
572955,Pierce,Johnson,SFN,pitcher
608716,Drew,Steckenrider,MIA,pitcher
605154,John,Brebbia,SLN,pitcher
650828,Edgar,Santana,PIT,pitcher
623352,Josh,Hader,MIL,pitcher
642231,Jimmy,Yacabonis,BAL,pitcher
605195,Kyle,Crick,PIT,pitcher
622161,Eduardo,Paredes,LAA,pitcher
657610,Trevor,Hildenberger,MIN,pitcher
643778,Tyler,Webb,SLN,pitcher
607473,Chasen,Bradford,SEA,pitcher
592473,Adam,Kolarek,TBA,pitcher
623451,Jackson,Stephens,CIN,pitcher
622217,Chris,O'Grady,MIA,pitcher
614179,Jose,Ruiz,CHA,pitcher
607481,Aaron,Bummer,CHA,pitcher
541650,Hernan,Perez,MIL,pitcher
608331,Max,Fried,ATL,pitcher
518566,Taylor,Cole,LAA,pitcher
600986,Thyago,Vieira,CHA,pitcher
600965,Ricardo,Rodriguez,TEX,pitcher
641835,Tim,Mayza,TOR,pitcher
572998,Josh,Lucas,OAK,pitcher
621345,A.J.,Minter,ATL,pitcher
643617,Zac,Reininger,DET,pitcher
593144,Richard,Rodriguez,PIT,pitcher
592499,Artie,Lewicki,DET,pitcher
605240,Jace,Fry,CHA,pitcher
622505,Victor,Alcantara,DET,pitcher
644364,Victor,Arano,PHI,pitcher
622382,Gabriel,Moya,MIN,pitcher
656945,Tanner,Scott,BAL,pitcher
657612,Tim,Hill,KCA,pitcher
673633,Yoshihisa,Hirano,ARI,pitcher
643256,Adam,Cimber,SDN,pitcher
663855,Jordan,Hicks,SLN,pitcher
572703,Luke,Bard,LAA,pitcher
630023,Yonny,Chirinos,TBA,pitcher
641755,Tyler,Kinley,MIA,pitcher
663432,Tanner,Rainey,CIN,pitcher
642545,Jaime,Barria,LAA,pitcher
592145,Jesse,Biddle,ATL,pitcher
605121,Justin,Anderson,LAA,pitcher
643466,Harrison,Musgrave,COL,pitcher
458924,Jonny,Venters,TBA,pitcher
605130,Scott,Barlow,KCA,pitcher
593833,Wander,Suero,WAS,pitcher
622864,Fernando,Romero,MIN,pitcher
592094,Jason,Adam,KCA,pitcher
622554,Seranthony,Dominguez,PHI,pitcher
622694,Elieser,Hernandez,MIA,pitcher
605276,David,Hess,BAL,pitcher
525768,Tim,Collins,WAS,pitcher
621289,Jaime,Schultz,TBA,pitcher
623402,Tim,Peterson,NYN,pitcher
669456,Shane,Bieber,CLE,pitcher
620454,Jose,Castillo,SDN,pitcher
657571,Caleb,Ferguson,LAN,pitcher
650895,Diego,Castillo,TBA,pitcher
656738,Ben,Meyer,MIA,pitcher
642528,Jonathan,Loaisiga,NYA,pitcher
622098,Drew,Smith,NYN,pitcher
641571,Heath,Fillmyer,KCA,pitcher
621366,Ryan,Borucki,TOR,pitcher
664682,Ryan,Meisinger,BAL,pitcher
643316,Paul,Fry,BAL,pitcher
623465,Evan,Phillips,BAL,pitcher
518489,Ryan,Brasier,BOS,pitcher
669203,Corbin,Burnes,MIL,pitcher
594965,Daniel,Poncedeleon,SLN,pitcher
641712,Dakota,Hudson,SLN,pitcher
606944,Cody,Carroll,BAL,pitcher
622772,Jimmy,Cordero,WAS,pitcher
640464,Kohl,Stewart,MIN,pitcher
623354,Daniel,Zamora,NYN,pitcher
596101,Justin,Shafer,TOR,pitcher
623470,Jake,Newberry,KCA,pitcher
621114,Ryan,Burr,CHA,pitcher
605260,Taylor,Guerrieri,TOR,pitcher
622774,Jose Manuel,Fernandez,TOR,pitcher
621350,Caleb,Frare,CHA,pitcher
